ID,raw_data,,,,,,,,,,,,,,,,,,osl_idx,magnitude,Flip,Rotate,Poster,RBC,FanPCA,SSR,RTC,mIoU,,IoU[0],IoU[1],IoU[2],IoU[3],baseline,residual
num-14_mag-30_osl-4 ,"num-14_mag-30_osl-4 Epoch 150 | train | mIoU 0.143 | accuracy 0.574 | loss 1.146 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 1.087 | time idk best model at epoch 4 with miou 0.18808 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.177 | accuracy 0.584 | loss 1.317 IoUs: [0.58931865 0.00175922 0.10329423 0.01193923]",num-14_mag-30_osl-4 Epoch 150 , train , mIoU 0.143 , accuracy 0.574 , loss 1.146 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 1.087 ," time idk best model at epoch 4 with miou 0.18808 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.177 , accuracy 0.584 , loss 1.317 IoUs: [0.58931865 0.00175922 0.10329423 0.01193923],,,,4,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,17.66,0.58931865 0.00175922 0.10329423 0.01193923,0.58931865,0.00175922,0.10329423,0.01193923,65.2,-47.54
num-13_mag-30_osl-11 ,"num-13_mag-30_osl-11 Epoch 150 | train | mIoU 0.159 | accuracy 0.636 | loss 0.921 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.842 | time idk best model at epoch 18 with miou 0.18786 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.183 | accuracy 0.734 | loss 0.920 IoUs: [0.73364085 0. 0. 0. ]",num-13_mag-30_osl-11 Epoch 150 , train , mIoU 0.159 , accuracy 0.636 , loss 0.921 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.842 ," time idk best model at epoch 18 with miou 0.18786 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.183 , accuracy 0.734 , loss 0.920 IoUs: [0.73364085 0. 0. 0. ],,,,11,30,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,18.34,0.73364085 0. 0. 0. ,0.73364085,0,0,0,69.5,-51.16
num-14_mag-30_osl-14 ,"num-14_mag-30_osl-14 Epoch 150 | train | mIoU 0.212 | accuracy 0.848 | loss 0.571 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.923 | time idk best model at epoch 17 with miou 0.18786 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.183 | accuracy 0.734 | loss 0.952 IoUs: [0.73364085 0. 0. 0. ]",num-14_mag-30_osl-14 Epoch 150 , train , mIoU 0.212 , accuracy 0.848 , loss 0.571 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.923 ," time idk best model at epoch 17 with miou 0.18786 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.183 , accuracy 0.734 , loss 0.952 IoUs: [0.73364085 0. 0. 0. ],,,,14,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,18.34,0.73364085 0. 0. 0. ,0.73364085,0,0,0,70.9,-52.56
num-1_mag-30_osl-7 ,"num-1_mag-30_osl-7 Epoch 150 | train | mIoU 0.195 | accuracy 0.780 | loss 0.749 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.798 | time idk best model at epoch 23 with miou 0.18786 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test | mIoU 0.183 | accuracy 0.734 | loss 0.910 IoUs: [0.73364085 0. 0. 0. ]",num-1_mag-30_osl-7 Epoch 150 , train , mIoU 0.195 , accuracy 0.780 , loss 0.749 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.798 ," time idk best model at epoch 23 with miou 0.18786 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test ", mIoU 0.183 , accuracy 0.734 , loss 0.910 IoUs: [0.73364085 0. 0. 0. ],,,,7,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18.34,0.73364085 0. 0. 0. ,0.73364085,0,0,0,74.8,-56.46
num-13_mag-30_osl-8 ,"num-13_mag-30_osl-8 Epoch 150 | train | mIoU 0.184 | accuracy 0.735 | loss 0.832 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.821 | time idk best model at epoch 30 with miou 0.18788 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.183 | accuracy 0.734 | loss 0.984 IoUs: [7.33646084e-01 5.38604476e-06 0.00000000e+00 0.00000000e+00]",num-13_mag-30_osl-8 Epoch 150 , train , mIoU 0.184 , accuracy 0.735 , loss 0.832 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.821 ," time idk best model at epoch 30 with miou 0.18788 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.183 , accuracy 0.734 , loss 0.984 IoUs: [7.33646084e-01 5.38604476e-06 0.00000000e+00 0.00000000e+00],,,,8,30,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,18.34,7.33646084e-01 5.38604476e-06 0.00000000e+00 0.00000000e+00,7.34E-01,5.39E-06,0.00E+00,0.00E+00,63.5,-45.16
num-1_mag-30_osl-8 ,"num-1_mag-30_osl-8 Epoch 150 | train | mIoU 0.191 | accuracy 0.764 | loss 0.782 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.832 | time idk best model at epoch 18 with miou 0.18788 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test | mIoU 0.183 | accuracy 0.733 | loss 0.985 IoUs: [7.33430396e-01 1.07604982e-04 8.53227761e-06 1.33949501e-04]",num-1_mag-30_osl-8 Epoch 150 , train , mIoU 0.191 , accuracy 0.764 , loss 0.782 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.832 ," time idk best model at epoch 18 with miou 0.18788 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test ", mIoU 0.183 , accuracy 0.733 , loss 0.985 IoUs: [7.33430396e-01 1.07604982e-04 8.53227761e-06 1.33949501e-04],,,,8,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18.34,7.33430396e-01 1.07604982e-04 8.53227761e-06 1.33949501e-04,7.33E-01,1.08E-04,8.53E-06,1.34E-04,63.5,-45.16
num-1_mag-30_osl-3 ,"num-1_mag-30_osl-3 Epoch 150 | train | mIoU 0.215 | accuracy 0.862 | loss 0.442 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 1.008 | time idk best model at epoch 18 with miou 0.18804 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test | mIoU 0.183 | accuracy 0.734 | loss 0.999 IoUs: [7.33605789e-01 5.38607377e-06 0.00000000e+00 1.33694308e-04]",num-1_mag-30_osl-3 Epoch 150 , train , mIoU 0.215 , accuracy 0.862 , loss 0.442 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 1.008 ," time idk best model at epoch 18 with miou 0.18804 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test ", mIoU 0.183 , accuracy 0.734 , loss 0.999 IoUs: [7.33605789e-01 5.38607377e-06 0.00000000e+00 1.33694308e-04],,,,3,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18.34,7.33605789e-01 5.38607377e-06 0.00000000e+00 1.33694308e-04,7.34E-01,5.39E-06,0.00E+00,1.34E-04,35.3,-16.96
num-12_mag-30_osl-14 ,"num-12_mag-30_osl-14 Epoch 150 | train | mIoU 0.217 | accuracy 0.867 | loss 0.491 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.941 | time idk best model at epoch 14 with miou 0.18788 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), FancyPCA(always_apply=False, p=1, alpha=1.0)) test | mIoU 0.183 | accuracy 0.734 | loss 0.955 IoUs: [7.33540974e-01 2.31333287e-04 0.00000000e+00 0.00000000e+00]",num-12_mag-30_osl-14 Epoch 150 , train , mIoU 0.217 , accuracy 0.867 , loss 0.491 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.941 ," time idk best model at epoch 14 with miou 0.18788 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), FancyPCA(always_apply=False, p=1, alpha=1.0)) test ", mIoU 0.183 , accuracy 0.734 , loss 0.955 IoUs: [7.33540974e-01 2.31333287e-04 0.00000000e+00 0.00000000e+00],,,,14,30,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,18.34,7.33540974e-01 2.31333287e-04 0.00000000e+00 0.00000000e+00,7.34E-01,2.31E-04,0.00E+00,0.00E+00,70.9,-52.56
num-12_mag-30_osl-12 ,"num-12_mag-30_osl-12 Epoch 150 | train | mIoU 0.199 | accuracy 0.796 | loss 0.720 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.786 | time idk best model at epoch 13 with miou 0.18791 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), FancyPCA(always_apply=False, p=1, alpha=1.0)) test | mIoU 0.183 | accuracy 0.733 | loss 0.932 IoUs: [7.33438785e-01 3.12076276e-04 0.00000000e+00 2.00260338e-04]",num-12_mag-30_osl-12 Epoch 150 , train , mIoU 0.199 , accuracy 0.796 , loss 0.720 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.786 ," time idk best model at epoch 13 with miou 0.18791 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), FancyPCA(always_apply=False, p=1, alpha=1.0)) test ", mIoU 0.183 , accuracy 0.733 , loss 0.932 IoUs: [7.33438785e-01 3.12076276e-04 0.00000000e+00 2.00260338e-04],,,,12,30,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,18.35,7.33438785e-01 3.12076276e-04 0.00000000e+00 2.00260338e-04,7.33E-01,3.12E-04,0.00E+00,2.00E-04,64.5,-46.15
num-13_mag-30_osl-14 ,"num-13_mag-30_osl-14 Epoch 150 | train | mIoU 0.211 | accuracy 0.843 | loss 0.591 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.902 | time idk best model at epoch 14 with miou 0.18791 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.183 | accuracy 0.734 | loss 0.979 IoUs: [7.33525652e-01 3.60476690e-04 0.00000000e+00 6.71433847e-05]",num-13_mag-30_osl-14 Epoch 150 , train , mIoU 0.211 , accuracy 0.843 , loss 0.591 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.902 ," time idk best model at epoch 14 with miou 0.18791 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.183 , accuracy 0.734 , loss 0.979 IoUs: [7.33525652e-01 3.60476690e-04 0.00000000e+00 6.71433847e-05],,,,14,30,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,18.35,7.33525652e-01 3.60476690e-04 0.00000000e+00 6.71433847e-05,7.34E-01,3.60E-04,0.00E+00,6.71E-05,70.9,-52.55
num-6_mag-30_osl-14 ,"num-6_mag-30_osl-14 Epoch 150 | train | mIoU 0.215 | accuracy 0.860 | loss 0.537 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.896 | time idk best model at epoch 15 with miou 0.18800 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test | mIoU 0.183 | accuracy 0.733 | loss 0.979 IoUs: [7.33466505e-01 5.10387734e-04 0.00000000e+00 0.00000000e+00]",num-6_mag-30_osl-14 Epoch 150 , train , mIoU 0.215 , accuracy 0.860 , loss 0.537 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.896 ," time idk best model at epoch 15 with miou 0.18800 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test ", mIoU 0.183 , accuracy 0.733 , loss 0.979 IoUs: [7.33466505e-01 5.10387734e-04 0.00000000e+00 0.00000000e+00],,,,14,30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,18.35,7.33466505e-01 5.10387734e-04 0.00000000e+00 0.00000000e+00,7.33E-01,5.10E-04,0.00E+00,0.00E+00,70.9,-52.55
num-12_mag-30_osl-3 ,"num-12_mag-30_osl-3 Epoch 150 | train | mIoU 0.215 | accuracy 0.860 | loss 0.445 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 1.045 | time idk best model at epoch 13 with miou 0.18796 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), FancyPCA(always_apply=False, p=1, alpha=1.0)) test | mIoU 0.183 | accuracy 0.734 | loss 0.979 IoUs: [7.33560411e-01 3.71463026e-04 0.00000000e+00 6.69680228e-05]",num-12_mag-30_osl-3 Epoch 150 , train , mIoU 0.215 , accuracy 0.860 , loss 0.445 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 1.045 ," time idk best model at epoch 13 with miou 0.18796 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), FancyPCA(always_apply=False, p=1, alpha=1.0)) test ", mIoU 0.183 , accuracy 0.734 , loss 0.979 IoUs: [7.33560411e-01 3.71463026e-04 0.00000000e+00 6.69680228e-05],,,,3,30,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,18.35,7.33560411e-01 3.71463026e-04 0.00000000e+00 6.69680228e-05,7.34E-01,3.71E-04,0.00E+00,6.70E-05,35.3,-16.95
num-11_mag-30_osl-6 ,"num-11_mag-30_osl-6 Epoch 150 | train | mIoU 0.167 | accuracy 0.667 | loss 0.916 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.866 | time idk best model at epoch 44 with miou 0.19093 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test | mIoU 0.184 | accuracy 0.712 | loss 0.901 IoUs: [0.72243651 0. 0. 0.01156572]",num-11_mag-30_osl-6 Epoch 150 , train , mIoU 0.167 , accuracy 0.667 , loss 0.916 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.866 ," time idk best model at epoch 44 with miou 0.19093 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test ", mIoU 0.184 , accuracy 0.712 , loss 0.901 IoUs: [0.72243651 0. 0. 0.01156572],,,,6,30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,18.35,0.72243651 0. 0. 0.01156572,0.72243651,0,0,0.01156572,72.6,-54.25
num-13_mag-30_osl-2 ,"num-13_mag-30_osl-2 Epoch 150 | train | mIoU 0.173 | accuracy 0.690 | loss 0.925 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.822 | time idk best model at epoch 11 with miou 0.18837 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.184 | accuracy 0.733 | loss 0.999 IoUs: [7.32702443e-01 0.00000000e+00 7.67708476e-05 1.28188694e-03]",num-13_mag-30_osl-2 Epoch 150 , train , mIoU 0.173 , accuracy 0.690 , loss 0.925 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.822 ," time idk best model at epoch 11 with miou 0.18837 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.184 , accuracy 0.733 , loss 0.999 IoUs: [7.32702443e-01 0.00000000e+00 7.67708476e-05 1.28188694e-03],,,,2,30,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,18.35,7.32702443e-01 0.00000000e+00 7.67708476e-05 1.28188694e-03,7.33E-01,0.00E+00,7.68E-05,1.28E-03,80.6,-62.25
num-14_mag-30_osl-3 ,"num-14_mag-30_osl-3 Epoch 150 | train | mIoU 0.216 | accuracy 0.863 | loss 0.440 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 1.006 | time idk best model at epoch 14 with miou 0.18796 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.184 | accuracy 0.733 | loss 0.974 IoUs: [0.73342891 0.00080617 0. 0. ]",num-14_mag-30_osl-3 Epoch 150 , train , mIoU 0.216 , accuracy 0.863 , loss 0.440 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 1.006 ," time idk best model at epoch 14 with miou 0.18796 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.184 , accuracy 0.733 , loss 0.974 IoUs: [0.73342891 0.00080617 0. 0. ],,,,3,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,18.36,0.73342891 0.00080617 0. 0. ,0.73342891,0.00080617,0,0,35.3,-16.94
num-1_mag-30_osl-5 ,"num-1_mag-30_osl-5 Epoch 150 | train | mIoU 0.195 | accuracy 0.780 | loss 0.734 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.839 | time idk best model at epoch 16 with miou 0.18823 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test | mIoU 0.184 | accuracy 0.733 | loss 0.976 IoUs: [7.32931106e-01 4.56275397e-04 0.00000000e+00 8.53074349e-04]",num-1_mag-30_osl-5 Epoch 150 , train , mIoU 0.195 , accuracy 0.780 , loss 0.734 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.839 ," time idk best model at epoch 16 with miou 0.18823 (Flip(always_apply=False, p=1), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test ", mIoU 0.184 , accuracy 0.733 , loss 0.976 IoUs: [7.32931106e-01 4.56275397e-04 0.00000000e+00 8.53074349e-04],,,,5,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18.36,7.32931106e-01 4.56275397e-04 0.00000000e+00 8.53074349e-04,7.33E-01,4.56E-04,0.00E+00,8.53E-04,77.3,-58.94
num-14_mag-30_osl-5 ,"num-14_mag-30_osl-5 Epoch 150 | train | mIoU 0.196 | accuracy 0.785 | loss 0.728 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.829 | time idk best model at epoch 14 with miou 0.18797 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.184 | accuracy 0.733 | loss 0.958 IoUs: [0.73283369 0.00161659 0. 0. ]",num-14_mag-30_osl-5 Epoch 150 , train , mIoU 0.196 , accuracy 0.785 , loss 0.728 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.829 ," time idk best model at epoch 14 with miou 0.18797 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.184 , accuracy 0.733 , loss 0.958 IoUs: [0.73283369 0.00161659 0. 0. ],,,,5,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,18.36,0.73283369 0.00161659 0. 0. ,0.73283369,0.00161659,0,0,77.3,-58.94
num-13_mag-30_osl-6 ,"num-13_mag-30_osl-6 Epoch 150 | train | mIoU 0.155 | accuracy 0.617 | loss 0.932 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.881 | time idk best model at epoch 18 with miou 0.18994 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.184 | accuracy 0.724 | loss 1.007 IoUs: [7.25439882e-01 5.38256587e-06 0.00000000e+00 9.40933915e-03]",num-13_mag-30_osl-6 Epoch 150 , train , mIoU 0.155 , accuracy 0.617 , loss 0.932 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.881 ," time idk best model at epoch 18 with miou 0.18994 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-1.0, 1.0), shift_limit_y=(-1.0, 1.0), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-180, 180), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.184 , accuracy 0.724 , loss 1.007 IoUs: [7.25439882e-01 5.38256587e-06 0.00000000e+00 9.40933915e-03],,,,6,30,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,18.37,7.25439882e-01 5.38256587e-06 0.00000000e+00 9.40933915e-03,7.25E-01,5.38E-06,0.00E+00,9.41E-03,72.6,-54.23
num-14_mag-30_osl-8 ,"num-14_mag-30_osl-8 Epoch 150 | train | mIoU 0.189 | accuracy 0.756 | loss 0.793 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.806 | time idk best model at epoch 13 with miou 0.18878 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.184 | accuracy 0.728 | loss 1.063 IoUs: [7.28754765e-01 5.47553990e-04 0.00000000e+00 5.55389181e-03]",num-14_mag-30_osl-8 Epoch 150 , train , mIoU 0.189 , accuracy 0.756 , loss 0.793 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.806 ," time idk best model at epoch 13 with miou 0.18878 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.184 , accuracy 0.728 , loss 1.063 IoUs: [7.28754765e-01 5.47553990e-04 0.00000000e+00 5.55389181e-03],,,,8,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,18.37,7.28754765e-01 5.47553990e-04 0.00000000e+00 5.55389181e-03,7.29E-01,5.48E-04,0.00E+00,5.55E-03,63.5,-45.13
num-14_mag-30_osl-13 ,"num-14_mag-30_osl-13 Epoch 150 | train | mIoU 0.182 | accuracy 0.727 | loss 0.867 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.852 | time idk best model at epoch 22 with miou 0.19017 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.184 | accuracy 0.727 | loss 0.963 IoUs: [7.28316548e-01 0.00000000e+00 8.52856643e-06 6.55887370e-03]",num-14_mag-30_osl-13 Epoch 150 , train , mIoU 0.182 , accuracy 0.727 , loss 0.867 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.852 ," time idk best model at epoch 22 with miou 0.19017 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.184 , accuracy 0.727 , loss 0.963 IoUs: [7.28316548e-01 0.00000000e+00 8.52856643e-06 6.55887370e-03],,,,13,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,18.37,7.28316548e-01 0.00000000e+00 8.52856643e-06 6.55887370e-03,7.28E-01,0.00E+00,8.53E-06,6.56E-03,73.8,-55.43
num-6_mag-30_osl-6 ,"num-6_mag-30_osl-6 Epoch 150 | train | mIoU 0.153 | accuracy 0.609 | loss 0.920 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 0.896 | time idk best model at epoch 19 with miou 0.18917 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test | mIoU 0.184 | accuracy 0.723 | loss 1.009 IoUs: [0.72503692 0. 0.00093777 0.00912686]",num-6_mag-30_osl-6 Epoch 150 , train , mIoU 0.153 , accuracy 0.609 , loss 0.920 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 0.896 ," time idk best model at epoch 19 with miou 0.18917 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), Posterize(always_apply=False, p=1, num_bits=(0, 0))) test ", mIoU 0.184 , accuracy 0.723 , loss 1.009 IoUs: [0.72503692 0. 0.00093777 0.00912686],,,,6,30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,18.38,0.72503692 0. 0.00093777 0.00912686,0.72503692,0,0.00093777,0.00912686,72.6,-54.22
